date,AAR,BT,Bus,CBD Entries,CRZ Entries,LIRR,MNR,SIR,Subway
2023-10-21,17530,910190,793917,,,113139,101963,2464,2438387
2023-10-22,18954,931564,678536,,,98471,93659,2021,1983271
2023-10-23,29261,929345,1375311,,,221569,199199,7615,3667240
2023-10-24,31757,937091,1431006,,,241544,218201,8176,4040571
2023-10-25,32821,951107,1443766,,,237292,217420,8368,4120011
2023-10-26,32549,989646,1431016,,,242021,215171,8147,4142420
2023-10-27,31164,1031620,1348576,,,229895,203068,6705,3853546
2023-10-28,20126,1023178,874941,,,124172,139276,2995,2743759
2023-10-29,18145,874635,589929,,,86843,80705,1766,1834459
2023-10-30,29075,897401,1314380,,,225140,197550,7287,3623778
2023-10-31,30712,877390,1334020,,,224816,203951,7789,4016482
2023-11-01,32374,931361,1369637,,,226067,208249,8010,4043524
2023-11-02,32242,957528,1380510,,,231370,206350,7997,4082807
2023-11-03,31816,984731,1307247,,,218703,193580,6755,3808235
2023-11-04,19920,948635,832986,,,122433,123922,2582,2588115
2023-11-05,16889,794306,614666,,,109258,109891,3407,2310457
2023-11-06,30167,927692,1349481,,,225898,198934,7474,3686141
2023-11-07,30843,895625,1270763,,,238656,215344,6785,3655078
2023-11-08,33515,941982,1401268,,,238727,213738,8306,4066029
2023-11-09,32982,984726,1376822,,,235844,210130,7929,4020939
2023-11-10,25506,979328,1250528,,,224512,200669,5596,3611367
2023-11-11,18654,942845,817146,,,122170,118398,2712,2588540
2023-11-12,19187,894864,642431,,,99171,91623,1958,1947270
2023-11-13,30479,911380,1320693,,,225204,194691,7353,3597029
2023-11-14,33027,926140,1382768,,,235487,214218,8271,3991767
2023-11-15,34166,946469,1389217,,,235718,214486,8322,4036442
2023-11-16,34102,982627,1391273,,,235070,207671,8010,4048862
2023-11-17,31496,1004113,1303240,,,227909,201231,6792,3741391
2023-11-18,19452,949904,831053,,,124053,120273,2630,2477547
2023-11-19,19835,870740,657965,,,100792,100924,2058,1943926
2023-11-20,30889,929887,1300978,,,228502,203599,7426,3647283
2023-11-21,32139,982079,1254277,,,236079,213162,7467,3774952
2023-11-22,28409,989611,1160847,,,254968,220030,6524,3378351
2023-11-23,21741,901251,471662,,,116969,107690,2257,1628385
2023-11-24,15381,822045,807221,,,215833,197178,3718,2457591
2023-11-25,14245,869749,696466,,,124716,117682,2454,2123590
2023-11-26,16900,867663,566395,,,101486,95729,1834,1686490
2023-11-27,29418,925515,1253990,,,228127,200017,7294,3523494
2023-11-28,31716,918691,1279327,,,234794,216450,7835,3916476
2023-11-29,32809,919642,1268990,,,234738,212929,7851,4032882
2023-11-30,32650,950509,1340370,,,236142,210592,7737,4072271
2023-12-01,31284,951594,1226677,,,185151,164628,6432,3723171
2023-12-02,19675,906791,826725,,,126374,125483,2618,2748170
2023-12-03,18450,780908,553618,,,87340,76999,1633,1827959
2023-12-04,30841,904209,1312507,,,223257,201080,7559,3709458
2023-12-05,33235,918842,1346216,,,243329,224065,7964,3991835
2023-12-06,33502,941055,1350594,,,230920,211076,7951,4116059
2023-12-07,32511,965045,1314833,,,231114,204586,7424,4088438
2023-12-08,31875,976366,1261796,,,225208,198539,6435,3863961
2023-12-09,20580,947836,828894,,,156237,147745,3181,2922085
2023-12-10,17542,782143,539117,,,90884,82225,1648,1838048
2023-12-11,29271,898311,1213923,,,219022,191110,6949,3642743
2023-12-12,33458,940173,1309303,,,236348,219393,7655,4051574
2023-12-13,34323,964293,1314167,,,238451,215546,7859,4067457
2023-12-14,33406,993921,1296909,,,236516,213415,7414,4122091
2023-12-15,32517,1016256,1246465,,,235800,208572,6540,3845234
2023-12-16,20483,976161,814457,,,149340,149013,3085,2866544
2023-12-17,18445,812194,569005,,,96415,88502,1787,1954707
2023-12-18,28309,813192,1082334,,,201289,174850,5381,3314782
2023-12-19,32542,951055,1275002,,,244031,213625,7555,3912934
2023-12-20,33205,968890,1245547,,,236060,206420,7363,3838407
2023-12-21,31713,981368,1200899,,,229252,199411,6860,3675448
2023-12-22,29324,984185,1110555,,,231036,206169,5878,3372318
2023-12-23,17627,880249,708808,,,139904,130053,2700,2244175
2023-12-24,20241,795756,549448,,,92540,77874,1912,1657096
2023-12-25,14750,750568,381879,,,80587,65350,1668,1273729
2023-12-26,20706,870326,906670,,,219149,192910,5158,2668642
2023-12-27,25945,884586,955890,,,220010,186541,5373,2912007
2023-12-28,26462,891277,969231,,,218546,193235,5395,3064841
2023-12-29,26892,912592,1007697,,,237781,210361,5784,3198885
2023-12-30,16983,836447,720564,,,121688,121647,2780,2440211
2023-12-31,20005,674200,548344,,,99817,89554,2029,1934651
2024-01-01,9165,733254,455965,,,82811,73957,2018,1648734
2024-01-02,25961,833562,1091104,,,209680,184978,7107,3290639
2024-01-03,31304,860670,1212761,,,217373,194441,7565,3555082
2024-01-04,31233,871863,1242971,,,212217,190588,7450,3560703
2024-01-05,30480,891156,1185046,,,199441,173362,5963,3263064
2024-01-06,15850,724404,684686,,,92741,82890,2070,1942458
2024-01-07,13723,568828,502518,,,72971,57280,1533,1472438
2024-01-08,28890,848891,1226783,,,208960,184150,7001,3303727
2024-01-09,30430,784130,1135694,,,213699,188888,6944,3353192
2024-01-10,31338,848541,1248493,,,217461,191221,7216,3557166
2024-01-11,32790,925357,1293940,,,229117,199799,7337,3688916
2024-01-12,31096,934166,1228696,,,207670,182896,6286,3365791
2024-01-13,17168,822986,755670,,,101558,97439,2210,2167383
2024-01-14,18588,752646,588809,,,85521,78197,1745,1743556
2024-01-15,16502,820151,783032,,,91887,80498,3017,2169917
2024-01-16,29826,716475,1078860,,,205716,178389,5414,3235935
2024-01-17,32054,867429,1193111,,,217173,199986,6891,3616923
2024-01-18,32318,900897,1235693,,,217911,197257,7014,3655850
2024-01-19,27175,797009,1109408,,,191999,171490,5330,3176408
2024-01-20,15487,761763,677335,,,96128,82817,1926,2024041
2024-01-21,17147,721445,548497,,,78041,66955,1482,1576126
2024-01-22,30092,845081,1210644,,,209302,185181,6558,3305387
2024-01-23,33111,868625,1264199,,,233311,205300,7194,3652488
2024-01-24,33082,870903,1247798,,,223928,201969,7027,3666907
2024-01-25,32517,894518,1256481,,,223766,199560,6845,3681867
2024-01-26,31329,917534,1193175,,,213749,184511,5681,3380816
2024-01-27,19099,856146,801262,,,117555,102600,2409,2283244
2024-01-28,17473,715214,535857,,,75177,66794,1455,1549077
2024-01-29,29367,842719,1211703,,,214890,187702,6755,3297571
2024-01-30,32782,872485,1284597,,,230931,207896,7744,3717520
2024-01-31,33417,886952,1325692,,,228148,204353,7651,3808584
2024-02-01,33540,916087,1337508,,,214275,189621,7465,3814682
2024-02-02,32175,921659,1239617,,,200395,174044,6207,3457807
2024-02-03,20070,849004,808103,,,113576,102310,2357,2324038
2024-02-04,20480,793254,626299,,,86327,77083,1746,1742107
2024-02-05,31372,859195,1297578,,,218879,190181,7053,3481777
2024-02-06,33618,884477,1346868,,,233524,208252,7709,3857533
2024-02-07,34799,900800,1341486,,,229426,202871,7655,3900992
2024-02-08,34386,941702,1350925,,,232069,198010,7442,3903673
2024-02-09,32233,957789,1268268,,,218909,185475,6121,3547321
2024-02-10,20462,880000,795892,,,118074,99942,2596,2385448
2024-02-11,20610,762790,628400,,,83832,73614,1769,1774698
2024-02-12,30323,892930,1254403,,,212628,185118,6132,3374596
2024-02-13,23271,482279,724893,,,166803,134355,3641,2273584
2024-02-14,32796,913181,1282121,,,230505,201686,7645,3963628
2024-02-15,33402,952529,1305830,,,228885,202704,7500,3874860
2024-02-16,32442,966657,1225865,,,210552,186547,6269,3504536
2024-02-17,17545,772481,680638,,,95271,92423,2038,2178047
2024-02-18,18975,797397,604537,,,89877,81659,1720,1850840
2024-02-19,17585,817600,842548,,,96569,85973,3007,2244741
2024-02-20,32208,899285,1201850,,,233827,207099,7023,3490990
2024-02-21,33590,896387,1222440,,,230058,201074,7112,3591484
2024-02-22,32702,928655,1212903,,,225465,195315,6674,3588173
2024-02-23,30262,920820,1126271,,,208527,182348,5479,3219121
2024-02-24,19456,869440,788962,,,114816,98942,2407,2308808
2024-02-25,19822,825580,608010,,,88104,78248,1800,1740477
2024-02-26,30867,877847,1275320,,,217914,187542,6969,3439079
2024-02-27,33571,897691,1332209,,,233207,208042,7659,3802458
2024-02-28,33664,893814,1290829,,,228110,199671,7428,3784177
2024-02-29,33637,962146,1334777,,,232010,204828,7295,3905888
2024-03-01,33416,973371,1276428,,,181633,157348,6220,3573658
2024-03-02,19380,826820,689029,,,98266,85586,2084,2094029
2024-03-03,21351,860095,686787,,,93906,85095,1981,1961510
2024-03-04,32231,891094,1319592,,,219565,188845,7229,3539671
2024-03-05,34277,872846,1263377,,,236999,204515,7344,3819514
2024-03-06,35207,894426,1273337,,,225080,198040,7555,3865589
2024-03-07,34235,946074,1334827,,,226926,197659,7414,3893731
2024-03-08,34613,992246,1291469,,,226372,192899,6588,3685219
2024-03-09,19661,860563,747405,,,113368,97183,2174,2128635
2024-03-10,20080,821120,630566,,,90567,77768,1750,1803578
2024-03-11,31600,873234,1270081,,,218755,188108,6854,3497588
2024-03-12,34978,915856,1370319,,,239002,213584,7820,3988438
2024-03-13,36469,942026,1377062,,,237603,212582,8100,4024943
2024-03-14,36111,974694,1368263,,,240124,211962,7658,4049186
2024-03-15,33266,991245,1275542,,,227481,199285,6558,3643013
2024-03-16,20796,927686,838318,,,138156,129667,3108,2553056
2024-03-17,20237,865840,625861,,,103993,86964,2078,1972170
2024-03-18,31905,899570,1296423,,,221451,190770,7072,3482565
2024-03-19,34899,913930,1336910,,,242771,210028,7795,3869116
2024-03-20,35998,931986,1334002,,,234446,206030,7700,3886104
2024-03-21,35097,951848,1317112,,,228782,200037,7292,3862248
2024-03-22,33549,980093,1251225,,,225175,187489,6299,3581959
2024-03-23,17633,736622,587004,,,95770,77331,1766,1863863
2024-03-24,22334,864706,653413,,,95973,80451,1890,1912946
2024-03-25,31947,906615,1281676,,,224068,192720,7032,3583716
2024-03-26,34874,919136,1355991,,,239790,211566,7754,3969793
2024-03-27,35627,948272,1342695,,,241268,207744,7628,4014011
2024-03-28,34416,958838,1223847,,,239840,200583,6780,3910547
2024-03-29,30293,970592,1096254,,,241583,198343,5092,3372535
2024-03-30,19891,909745,801723,,,135355,111061,2748,2526569
2024-03-31,23316,936601,606411,,,121273,98458,2096,1936295
2024-04-01,30083,921607,1168598,,,208291,180107,6053,3321989
2024-04-02,34415,894314,1247638,,,234615,206753,7289,3900061
2024-04-03,34971,856109,1162660,,,222764,195001,6815,3890305
2024-04-04,34712,961556,1339531,,,232730,201745,7180,4100733
2024-04-05,34503,986253,1263607,,,225107,202580,6309,3800800
2024-04-06,21444,931595,822825,,,128106,117095,2555,2477127
2024-04-07,21759,878338,651153,,,101624,94103,2033,1899641
2024-04-08,31777,883899,1258402,,,220359,194106,6873,3506719
2024-04-09,36151,970225,1366571,,,251964,228390,7937,4042674
2024-04-10,35534,950832,1245909,,,235585,216591,7115,3791945
2024-04-11,35354,968131,1315916,,,241215,205013,7326,4000485
2024-04-12,33701,984025,1240823,,,225168,191755,6265,3668439
2024-04-13,21606,934171,824356,,,120351,110542,2609,2535112
2024-04-14,21766,900793,664358,,,103711,93633,2145,2068885
2024-04-15,32975,938045,1319005,,,233386,203835,7374,3704177
2024-04-16,35869,946250,1370151,,,243835,220030,8017,4033514
2024-04-17,35970,946559,1347870,,,243323,214829,7805,4021256
2024-04-18,34816,960125,1303010,,,230634,203859,7271,3966226
2024-04-19,33749,1005000,1278086,,,223518,205809,6252,3705782
2024-04-20,21228,952549,830016,,,125999,123804,2793,2537525
2024-04-21,20807,876733,651681,,,101817,98834,2017,1918237
2024-04-22,29919,906928,1146285,,,229680,206229,6171,3219677
2024-04-23,31727,873846,1176798,,,238274,221191,7063,3522218
2024-04-24,32658,884275,1180243,,,233010,215927,6847,3608010
2024-04-25,32999,966560,1191480,,,242243,217219,6820,3723894
2024-04-26,31859,960070,1143792,,,229885,198590,5647,3431590
2024-04-27,20591,915285,801494,,,123192,109447,2479,2506779
2024-04-28,21057,884153,649572,,,100214,91619,1965,2084950
2024-04-29,30504,870512,1161990,,,225362,201385,6385,3323706
2024-04-30,32717,876200,1193514,,,240862,218592,6886,3638986
2024-05-01,35701,959302,1350660,,,230682,205030,7757,4032791
2024-05-02,36244,985377,1349838,,,235003,210951,7475,4061242
2024-05-03,34860,1009380,1285012,,,226880,204190,6516,3780888
2024-05-04,22523,954647,849249,,,123516,122719,2769,2563658
2024-05-05,20709,823309,578132,,,99491,87988,2571,1889174
2024-05-06,33424,934306,1295794,,,229643,200506,6869,3652105
2024-05-07,36309,959055,1375535,,,250953,227303,7966,4098321
2024-05-08,36981,973565,1350511,,,244202,221059,7623,4087477
2024-05-09,35927,1004630,1354139,,,247959,218370,7344,4086528
2024-05-10,34539,1006475,1212090,,,228020,195091,5894,3677268
2024-05-11,22810,1007785,845713,,,134051,117308,3078,2648580
2024-05-12,24531,933869,559614,,,114118,98717,1755,1858872
2024-05-13,31980,957789,1264180,,,244216,209794,7137,3703066
2024-05-14,35800,968597,1343633,,,260745,226656,7698,4116655
2024-05-15,36951,947214,1288427,,,248434,219840,7856,4114615
2024-05-16,35940,990185,1306481,,,243988,215601,7590,4105026
2024-05-17,34945,1028502,1270674,,,241980,215838,6569,3816914
2024-05-18,21562,972936,792454,,,131709,130279,2855,2691368
2024-05-19,22305,942844,657256,,,112130,106408,2228,2121485
2024-05-20,32417,961239,1291703,,,236846,216450,7160,3682061
2024-05-21,35819,966865,1349876,,,252506,234587,7775,4029557
2024-05-22,36940,996779,1357841,,,258544,233098,8086,4104021
2024-05-23,34785,1016554,1275297,,,250848,215083,7442,3863099
2024-05-24,33663,1039719,1243655,,,250907,209130,6663,3583244
2024-05-25,20733,928412,805680,,,135961,120036,3031,2347159
2024-05-26,22762,908474,652393,,,120709,101017,2710,2019012
2024-05-27,12673,745291,594031,,,99975,81042,2123,1667890
2024-05-28,34485,972840,1300611,,,257078,227311,7609,3825781
2024-05-29,36435,959947,1309889,,,254749,227379,8090,4006764
2024-05-30,35372,1002919,1301028,,,253843,219887,7550,3979959
2024-05-31,35020,1025661,1257526,,,245017,211027,6644,3688627
2024-06-01,22726,1003362,848601,,,128555,110948,2980,2446153
2024-06-02,22640,944876,651637,,,114504,92567,2339,1978037
2024-06-03,33679,951379,1294956,,,225413,197640,7168,3611491
2024-06-04,36865,964701,1327963,,,255090,233237,7800,3979793
2024-06-05,37800,990705,1338427,,,264512,230173,7942,4051943
2024-06-06,35234,993746,1207899,,,245631,219447,7059,3774324
2024-06-07,35464,1040780,1254339,,,252098,214062,6393,3752412
2024-06-08,23371,1002254,842779,,,159020,135138,3150,2673220
2024-06-09,22435,966063,680981,,,132945,107497,2492,2134551
2024-06-10,32970,964238,1355986,,,240121,211542,7701,3702212
2024-06-11,36206,955762,1390440,,,259101,230796,8500,3995425
2024-06-12,36693,952603,1355294,,,256255,224305,8138,3977760
2024-06-13,35363,969399,1310210,,,254575,221855,7675,3936941
2024-06-14,34757,1017050,1212740,,,247019,204586,5973,3517062
2024-06-15,23580,1033025,851502,,,142102,122409,3104,2431810
2024-06-16,24200,1001387,653946,,,130133,109303,2245,1897201
2024-06-17,31993,961183,1172762,,,242993,215241,6466,3325104
2024-06-18,36105,993635,1314338,,,260538,242116,7713,3920839
2024-06-19,26431,973450,1068172,,,232540,206582,4527,3046320
2024-06-20,36445,1025738,1275626,,,255683,227113,7217,3857797
2024-06-21,34695,1027492,1191812,,,244215,211543,6166,3500365
2024-06-22,21970,981220,793674,,,133102,119962,2743,2385207
2024-06-23,21789,957537,648887,,,118067,103892,2061,1908786
2024-06-24,33300,980166,1227231,,,246269,213904,6820,3467845
2024-06-25,36669,1006891,1269567,,,271783,232410,7685,3831447
2024-06-26,36344,1027462,1267408,,,264126,226518,7314,3901100
2024-06-27,35155,1037346,1214263,,,255215,227648,7170,3776811
2024-06-28,34111,1042093,1141168,,,255739,211914,6305,3522732
2024-06-29,21904,981000,780229,,,138769,119738,2948,2454997
2024-06-30,20851,888565,583751,,,126526,108244,2268,2002269
2024-07-01,32979,959030,1156904,,,216906,185943,6947,3273546
2024-07-02,35200,956076,1216755,,,234535,207844,7431,3542073
2024-07-03,36949,1007199,1198766,,,237577,205176,6758,3409357
2024-07-04,17646,755272,643119,,,117030,101274,2939,1992244
2024-07-05,28776,857429,1001854,,,207314,183222,4563,2700734
2024-07-06,19730,860697,758425,,,119417,110386,2688,2100877
2024-07-07,22640,912740,642652,,,120316,105041,2167,1804572
2024-07-08,33105,949660,1176713,,,226613,199454,6499,3228784
2024-07-09,35500,956804,1236657,,,249970,219843,7176,3605032
2024-07-10,37417,961413,1252733,,,249781,210993,7393,3691835
2024-07-11,35691,997744,1233678,,,246250,209174,6914,3688029
2024-07-12,34090,983536,1120310,,,231084,191828,5586,3261074
2024-07-13,20949,916511,743154,,,123988,107166,2700,2203283
2024-07-14,22682,950803,633752,,,119283,97038,2160,1869670
2024-07-15,32763,954918,1160722,,,233209,202008,6398,3259800
2024-07-16,35468,948164,1209152,,,249559,220620,6828,3594150
2024-07-17,36547,960518,1210515,,,248424,214137,6845,3651756
2024-07-18,36119,1010443,1218605,,,241785,211370,7085,3637826
2024-07-19,34718,1022607,1207102,,,243438,206922,6480,3372874
2024-07-20,19961,984535,803868,,,131910,125050,2688,2269647
2024-07-21,21664,966494,659004,,,126169,111438,2080,1877704
2024-07-22,32431,942623,1168226,,,231813,215087,6510,3235343
2024-07-23,35110,932660,1211237,,,247915,229841,7177,3606656
2024-07-24,36652,952083,1220410,,,249158,224862,7260,3656472
2024-07-25,35373,995084,1220056,,,255367,214281,6850,3638351
2024-07-26,34431,1016330,1154709,,,247475,201321,5946,3288849
2024-07-27,22582,986456,809660,,,138344,125101,2991,2306948
2024-07-28,22027,954855,645704,,,121226,99516,2214,1851383
2024-07-29,32067,932158,1147023,,,233537,200999,6240,3202281
2024-07-30,34911,941243,1228387,,,251398,220120,7217,3590241
2024-07-31,35765,963202,1213507,,,248316,213562,7018,3576343
2024-08-01,35878,1016033,1208275,,,229131,194439,6902,3544663
2024-08-02,34487,995583,1111340,,,215453,181008,5784,3153955
2024-08-03,22133,945280,741482,,,123922,109769,2852,2200373
2024-08-04,22186,891954,588249,,,108959,92383,2099,1752861
2024-08-05,33112,963223,1154644,,,234345,192078,6375,3222601
2024-08-06,35331,905339,1130325,,,234650,207212,6974,3462581
2024-08-07,36667,928763,1117450,,,239223,202867,6593,3511253
2024-08-08,35509,948381,1108956,,,230083,196259,6466,3490217
2024-08-09,32193,914501,1039488,,,215973,170622,5202,3041276
2024-08-10,22199,956186,777613,,,133623,119101,3156,2356405
2024-08-11,22996,932245,614435,,,121004,103975,2552,1918748
2024-08-12,33127,932729,1106072,,,231099,191415,6337,3169180
2024-08-13,35503,914295,1158412,,,242459,205674,7002,3491612
2024-08-14,37606,970112,1182980,,,242186,202330,7028,3544668
2024-08-15,36343,1006980,1182864,,,241573,196106,6528,3495671
2024-08-16,34676,1013229,1123673,,,235035,185953,5596,3198733
2024-08-17,22797,962245,767022,,,135948,112928,2880,2256233
2024-08-18,20897,860623,578595,,,106004,82177,1953,1713050
2024-08-19,31668,939487,1090594,,,224656,183503,5870,3076559
2024-08-20,34985,960477,1164259,,,250304,211051,6877,3475888
2024-08-21,36401,966702,1159036,,,247076,204853,6910,3498651
2024-08-22,34997,993618,1140225,,,245912,199777,6458,3427911
2024-08-23,33653,1008033,1095768,,,235738,196218,5827,3209666
2024-08-24,22523,982981,776019,,,146684,119252,3025,2332624
2024-08-25,22347,954450,629302,,,130885,101267,2309,1905818
2024-08-26,31233,943802,1104199,,,244138,186630,5896,3113498
2024-08-27,34997,957321,1177841,,,261771,201834,6713,3477101
2024-08-28,36079,980250,1203770,,,257194,195873,6656,3516674
2024-08-29,35044,1001235,1203629,,,261935,192714,6446,3438760
2024-08-30,33968,1012878,1132406,,,255954,195334,5287,3152242
2024-08-31,21518,931420,771634,,,149890,119313,2471,2158004
2024-09-01,22880,903778,658803,,,120499,95622,2149,1969350
2024-09-02,14939,861398,629636,,,134118,95598,2571,2007446
2024-09-03,35977,967455,1323572,,,263763,220831,7337,3629404
2024-09-04,38623,943233,1372412,,,271660,225508,7588,3868854
2024-09-05,37475,974389,1434726,,,262639,220098,7475,4033322
2024-09-06,36478,1008024,1397369,,,258126,202757,6606,3794952
2024-09-07,21477,919901,841695,,,137291,105974,2874,2479639
2024-09-08,23760,921697,724969,,,120584,98767,2280,2101048
2024-09-09,35327,938320,1458059,,,247296,214384,7724,3811344
2024-09-10,38230,959320,1510358,,,263027,233290,8495,4182405
2024-09-11,39031,929727,1489570,,,263710,228252,9107,4214707
2024-09-12,38778,993520,1515496,,,263539,228985,8174,4232214
2024-09-13,37297,1024954,1442741,,,254945,219747,6989,3911412
2024-09-14,24473,1010708,913017,,,145099,136864,3402,2706474
2024-09-15,24154,954266,705080,,,128174,118303,2605,2161737
2024-09-16,35319,942442,1473843,,,254618,215601,7734,3821428
2024-09-17,38667,953515,1536675,,,268678,232809,8503,4189311
2024-09-18,39300,971180,1539412,,,281624,229697,8603,4232888
2024-09-19,38515,1006254,1547727,,,272725,226944,8367,4255184
2024-09-20,36687,1029142,1471585,,,270065,215673,7029,3933048
2024-09-21,23611,988882,950423,,,160150,133469,3736,2744632
2024-09-22,23164,945072,737715,,,131192,102752,2560,2131910
2024-09-23,34543,931098,1457916,,,250701,218237,7994,3898806
2024-09-24,37488,936254,1500066,,,270524,240779,8938,4323708
2024-09-25,37829,945383,1487149,,,267471,236202,8904,4335945
2024-09-26,37117,970082,1467648,,,264141,228971,8216,4295723
2024-09-27,35968,1015362,1438524,,,258258,221034,6992,3945383
2024-09-28,22142,925863,863284,,,134408,132177,2928,2557982
2024-09-29,22340,867370,664367,,,117572,102805,2782,1959363
2024-09-30,34701,929271,1486507,,,256547,217897,7845,3849138
2024-10-01,38299,926619,1546620,,,247737,218836,9716,4179363
2024-10-02,38330,945685,1504660,,,258854,227124,9543,4068073
2024-10-03,35952,930814,1333760,,,246586,217197,7273,3627528
2024-10-04,35371,951311,1313232,,,251723,215328,6361,3506654
2024-10-05,23775,970842,953356,,,142657,148928,4086,2710146
2024-10-06,23677,916583,737760,,,111257,105906,2534,2065294
2024-10-07,35754,921480,1478576,,,250063,220335,8833,3847055
2024-10-08,39100,950149,1554839,,,275934,235974,10259,4256950
2024-10-09,39877,962957,1555422,,,275026,234694,9926,4313211
2024-10-10,38911,995629,1534201,,,272428,233710,9495,4329161
2024-10-11,37027,1026778,1435476,,,257460,224122,7977,3868564
2024-10-12,23525,961732,940999,,,149093,144234,3409,2587128
2024-10-13,23354,915669,744866,,,127619,120235,3574,2153429
2024-10-14,26827,915402,1076828,,,240501,225263,5124,3066851
2024-10-15,38788,960559,1487706,,,270652,249266,9369,4284818
2024-10-16,39579,955971,1495298,,,279608,236091,9783,4357117
2024-10-17,37093,946905,1496057,,,277906,237000,9362,4309633
2024-10-18,36732,998473,1443165,,,272133,229999,8258,4030998
2024-10-19,24053,985303,930951,,,156212,147214,3588,2752350
2024-10-20,24069,943247,733271,,,127452,122789,2606,2176476
2024-10-21,35133,942132,1471964,,,247857,219983,8975,3842315
2024-10-22,38656,937004,1528809,,,268294,237771,9628,4218881
2024-10-23,39211,934747,1537563,,,257031,233881,9629,4276606
2024-10-24,36754,936511,1484054,,,260193,232459,9653,4304831
2024-10-25,36635,988880,1376080,,,262815,223941,8083,4019790
2024-10-26,24066,992081,960099,,,143111,148103,3423,2828539
2024-10-27,23888,922563,740417,,,120849,115917,2556,2208683
2024-10-28,35666,931469,1473020,,,253923,229873,8936,3983168
2024-10-29,38621,944545,1514830,,,272526,249585,9803,4378791
2024-10-30,40468,975195,1533630,,,267007,246035,9878,4417951
2024-10-31,37639,957578,1423507,,,257756,221856,8741,4340272
2024-11-01,37306,991957,1290003,,,213535,185052,6363,3780874
2024-11-02,24481,945493,924453,,,138761,134522,3273,2817106
2024-11-03,21758,794485,647668,,,132720,123028,4095,2602870
2024-11-04,36716,912585,1450761,,,243884,216014,7765,3949699
2024-11-05,36106,862543,1321929,,,244078,213516,6691,3640246
2024-11-06,40044,933303,1490566,,,256311,221461,8324,4113411
2024-11-07,39248,964142,1499670,,,259228,226007,8177,4232190
2024-11-08,38062,996532,1428851,,,245087,213611,7038,3971878
2024-11-09,24198,929261,920210,,,133329,134651,3270,2770474
2024-11-10,23972,873934,713083,,,105256,103048,2321,2117144
2024-11-11,28032,869107,1173328,,,236005,206579,5534,3277617
2024-11-12,39828,927474,1487306,,,264372,234752,8595,4263199
2024-11-13,41143,939051,1496105,,,257349,229455,8342,4331024
2024-11-14,40039,965409,1476496,,,251765,217969,8022,4296568
2024-11-15,39068,991883,1386340,,,247886,214139,6829,3986526
2024-11-16,24556,925881,919983,,,137240,132742,3013,2789132
2024-11-17,24320,868401,719084,,,118405,101707,2403,2101806
2024-11-18,36682,912553,1442803,,,246602,214015,7739,3900958
2024-11-19,39803,930306,1504152,,,260621,235198,8396,4277932
2024-11-20,41321,959174,1508975,,,261795,232558,8694,4298945
2024-11-21,38930,932654,1352576,,,247779,217248,7755,4217744
2024-11-22,37694,968176,1304306,,,240803,205229,6493,3854860
2024-11-23,23654,928381,903100,,,144950,134514,3057,2720244
2024-11-24,24470,850067,712523,,,115037,104157,2333,2075015
2024-11-25,37257,930619,1440435,,,259180,221649,8190,3914213
2024-11-26,39718,985462,1412275,,,263231,233673,8100,4030009
2024-11-27,35540,1011962,1370366,,,284694,243529,7495,3710430
2024-11-28,26674,872215,462819,,,115895,103402,2095,1513447
2024-11-29,19887,833275,910730,,,243219,219251,4139,2677499
2024-11-30,19542,896098,787685,,,148820,135368,2916,2319981
2024-12-01,22046,898099,629660,,,116806,103768,2006,1893492
2024-12-02,36224,939767,1371135,,,240375,209021,7622,3813795
2024-12-03,40193,947535,1455281,,,266544,234201,8289,4240442
2024-12-04,41858,951063,1446527,,,254632,224379,8265,4374883
2024-12-05,39358,956993,1401376,,,254255,215246,7971,4354863
2024-12-06,38598,992202,1340421,,,242555,206009,6812,4121085
2024-12-07,24071,922341,883693,,,149946,139193,2926,3017208
2024-12-08,24671,854879,708798,,,122147,107390,2395,2348950
2024-12-09,36847,904158,1369917,,,243001,211638,7292,3941361
2024-12-10,40973,939890,1444209,,,265077,234161,8214,4374063
2024-12-11,39455,908825,1353141,,,253052,222538,7923,4255328
2024-12-12,41074,998457,1431599,,,269149,236210,8108,4527892
2024-12-13,39020,1018065,1347451,,,248254,222096,6931,4178812
2024-12-14,25602,952890,882335,,,161398,159083,3452,3123454
2024-12-15,24831,871064,694080,,,120386,108880,2376,2337436
2024-12-16,37015,898674,1277624,,,239706,206160,7096,3866550
2024-12-17,40830,951799,1457557,,,266960,237348,8439,4341385
2024-12-18,41792,970284,1430923,,,266741,229302,8068,4292792
2024-12-19,40565,1000668,1431183,,,267033,227613,7861,4255466
2024-12-20,38582,991204,1296068,,,247250,213269,6493,3842344
2024-12-21,23289,902693,788267,,,147327,138248,2973,2645323
2024-12-22,23526,833463,607735,,,121379,110023,2330,2061173
2024-12-23,33496,942818,1087369,,,253495,210375,5776,3216875
2024-12-24,29443,894279,906044,,,211807,173267,4272,2546394
2024-12-25,18972,749496,417229,,,87185,66693,1848,1378374
2024-12-26,25211,872652,982867,,,240534,203127,5222,2852679
2024-12-27,30638,909970,1058666,,,254609,225114,5656,3161486
2024-12-28,19881,815989,726217,,,139519,119418,2757,2268511
2024-12-29,22149,813671,664694,,,127153,107415,2629,2122120
2024-12-30,31713,900106,1111524,,,248532,209077,6159,3316046
2024-12-31,31482,822039,985813,,,223942,186037,4926,2874166
2025-01-01,12417,680486,496604,,,90318,74690,2040,1779501
